IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1011327,1930,Babe Ruth,NYY,35,145,518,676,186,100,28,9,49,150,153,136,,61.0,1,,21,,10,10.0,0.359,,,,,,,,,,,0.201,0.09,2.23,0.493,0.732,1.225,0.373,0.336,,,,,,,,,0.519,99.3,195,100.2,2.0,23.4,-6.2,119.7,10.5,,5.4,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2,-3.6,,35 - 35,96.6,3.9,,,,,,,,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,239,124.0,137,169,268,109.0,,,,,,,,,,,,,,,,,,0,,,,,,10.5
1004598,1930,Lou Gehrig,NYY,27,154,581,703,220,120,42,17,41,143,174,101,,63.0,3,,18,,12,14.0,0.379,,,,,,,,,,,0.14400000000000002,0.09,1.6,0.473,0.721,1.194,0.343,0.375,,,,,,,,,0.509,97.0,196,98.0,-4.0,24.3,-6.7,110.5,9.6,,5.6,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7,-5.2,,27 - 27,92.8,4.0,,,,,,,,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,170,123.0,132,166,247,122.0,,,,,,,,,,,,,,,,,,0,,,,,,9.6
1002796,1930,Joe Cronin,WAS,23,154,587,686,203,140,41,9,13,127,126,72,,36.0,5,,22,,17,10.0,0.346,,,,,,,,,,,0.105,0.052000000000000005,2.0,0.422,0.513,0.934,0.167,0.353,,,,,,,,,0.42,40.8,138,37.7,20.0,23.7,9.5,92.8,8.4,,6.3,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,-2.2,,23 - 23,35.6,3.9,,,,,,,,0.17600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,124,72.0,117,118,120,114.0,,,,,,,,,,,,,,,,,,0,,,,,,8.4
1012927,1930,Bill Terry,NYG,31,154,633,710,254,177,39,15,23,139,129,57,,33.0,1,,19,,8,,0.401,,,,,,,,,,,0.08,0.046,1.73,0.452,0.619,1.071,0.218,0.4,,,,,,,,,0.47,73.8,174,62.2,9.0,24.6,-6.7,92.1,8.2,,5.9,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.9,,31 - 31,63.1,2.2,,,,,,,,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,102,68.0,122,134,144,124.0,,,,,,,,,,,,,,,,,,0,,,,,,8.2
1014083,1930,Hack Wilson,CHC,30,155,585,709,208,111,35,6,56,146,191,105,,84.0,1,,18,,3,,0.356,,,,,,,,,,,0.14800000000000002,0.11800000000000001,1.25,0.454,0.723,1.177,0.368,0.342,,,,,,,,,0.499,91.5,192,78.5,-10.0,24.5,-1.9,93.3,8.0,,4.3,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.9,0.0,,30 - 30,78.5,2.2,,,,,,,,0.34600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,189,172.0,123,156,242,106.0,,,,,,,,,,,,,,,,,,0,,,,,,8.0
1005691,1930,Babe Herman,BRO,27,153,614,699,241,147,48,11,35,143,130,66,,56.0,4,,15,,18,,0.393,,,,,,,,,,,0.094,0.08,1.18,0.455,0.678,1.132,0.285,0.394,,,,,,,,,0.489,84.3,183,72.8,-6.0,24.2,-6.6,89.4,7.7,,6.3,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.6,3.0,,27 - 27,75.7,2.1,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,120,116.0,123,146,188,122.0,,,,,,,,,,,,,,,,,,0,,,,,,7.7
1011978,1930,Al Simmons,PHA,28,138,554,611,211,118,41,16,36,152,165,39,,34.0,1,,17,,9,2.0,0.381,,,,,,,,,,,0.064,0.055999999999999994,1.15,0.423,0.708,1.13,0.327,0.362,,,,,,,,,0.482,69.7,156,63.7,4.0,21.1,-5.7,87.1,7.7,,7.3,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,0.3,,28 - 28,64.1,3.5,,,,,,,,0.17800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,76,77.0,118,163,235,117.0,,,,,,,,,,,,,,,,,,0,,,,,,7.7
1016700,1930,Willie Wells,SLS,25,90,336,390,138,84,34,3,17,112,114,52,,,2,,5,,18,,0.411,,,,,,,,,,,0.133,,,0.492,0.682,1.174,0.271,,,,,,,,,,0.51,54.3,109,58.9,0.0,13.5,5.2,81.6,7.1,,6.3,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,3.2,,25 - 25,62.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,164,,143,171,235,,,,,,,,,,,,,,,,,,,0,,,,,,7.1
1004285,1930,Jimmie Foxx,PHA,22,153,562,673,188,105,33,13,37,127,156,93,,66.0,0,,18,,7,7.0,0.335,,,,,,,,,,,0.138,0.098,1.41,0.429,0.637,1.066,0.302,0.329,,,,,,,,,0.459,63.6,159,56.9,5.0,23.3,-6.6,79.9,7.0,,5.5,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-2.6,,22 - 22,54.3,3.9,,,,,,,,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,164,135.0,119,147,218,107.0,,,,,,,,,,,,,,,,,,0,,,,,,7.0
1002914,1930,Kiki Cuyler,CHC,31,156,642,741,228,148,50,17,13,155,134,72,,49.0,10,,17,,37,,0.355,,,,,,,,,,,0.09699999999999999,0.066,1.47,0.428,0.547,0.975,0.192,0.371,,,,,,,,,0.434,53.1,158,39.5,11.0,25.6,-6.7,78.4,7.0,,7.8,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,6.7,,31 - 31,46.2,2.3,,,,,,,,0.18100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,124,96.0,116,118,126,115.0,,,,,,,,,,,,,,,,,,0,,,,,,7.0
